NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
,,Negative,MESH:D003643,,,death,625249,,GPx4,,28203523,"Cytotoxicity measured through LDH activity, lipid peroxidation immunostained for 4-hydroxynonenal, cell viability, and cell death were compared between cells transfected with either GPx4 siRNA or scrambled control siRNA.",,,
1.0,0.0,Biomarker,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease,acute lymphoblastic leukemia,64109,CRLF2,CRLF2,CTD_human,19838194,Rearrangement of CRLF2 in B-progenitor- and Down syndrome-associated acute lymphoblastic leukemia.,0.20467035533162306,"Rearrangement of <span class=""gene"" id=""19838194-0-17-22"">CRLF2</span> in B-progenitor- and Down syndrome-associated <span class=""disease"" id=""19838194-0-69-97"">acute lymphoblastic leukemia</span>.",CTD_human
,,Negative,MESH:C537475,,,multicatalytic endopeptidase complex-like 1,16913,,LMP7,,28157553,"To study the effect of immunoproteasomes on LPS- or TNF-a-induced NF-kB activation, we used IFN-y stimulated peritoneal macrophages and mouse embryonic fibroblasts derived from mice deficient for the immunoproteasome subunits low molecular mass polypeptide (LMP) 2, or LMP7 and multicatalytic endopeptidase complex-like 1 (MECL-1).",,,
,,Negative,MESH:C564276,,,TCP,6554,,NTCP,,28048236,We defined a theoretical framework to correlate these genes with radiotherapy outcomes as TCP and NTCP biological dose tools.,,,
1.0,0.0,Biomarker,C0007370,Catalepsy,disease,catalepsy,2641,GCG,glucagon,CTD_human,9798264,"Moreover, glucagon inhibited the locomotor and exploratory activity as well as the amphetamine-induced hyperactivity and enhanced haloperidol-induced catalepsy.",0.2,"Moreover, <span class=""gene"" id=""9798264-11-10-18"">glucagon</span> inhibited the locomotor and exploratory activity as well as the amphetamine-induced hyperactivity and enhanced haloperidol-induced <span class=""disease"" id=""9798264-11-150-159"">catalepsy</span>.",CTD_human
,,Negative,MESH:D005355,,,tubulointerstitial fibrosis,17246,,MDM2,,28100501,Here we investigated the role of MDM2 in tubulointerstitial fibrosis (TIF).,,,
51.0,124.0,Biomarker,C1142166,Brugada Syndrome (disorder),disease,Brugada syndrome,6331,SCN5A,SCN5A,CTD_human,20174578,"Loss-of-function mutations in SCN5A, the gene encoding Na(v)1.5 Na+ channel, are associated with inherited cardiac conduction defects and Brugada syndrome, which both exhibit variable phenotypic penetrance of conduction defects.",0.8435358854758079,"Loss-of-function mutations in <span class=""gene"" id=""20174578-1-30-35"">SCN5A</span>, the gene encoding Na(v)1.5 Na+ channel, are associated with inherited cardiac conduction defects and <span class=""disease"" id=""20174578-1-138-154"">Brugada syndrome</span>, which both exhibit variable phenotypic penetrance of conduction defects.",CTD_human;ORPHANET;UNIPROT
1.0,0.0,Biomarker,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",disease,type 2 diabetes mellitus risk,2944,GSTM1,GSTM1,CTD_human,22652274,"The role of GSTM1, GSTT1, GSTP1, and OGG1 polymorphisms in type 2 diabetes mellitus risk: a case-control study in a Turkish population.",0.22420131030214,"The role of <span class=""gene"" id=""22652274-0-12-17"">GSTM1</span>, GSTT1, GSTP1, and OGG1 polymorphisms in <span class=""disease"" id=""22652274-0-59-88"">type 2 diabetes mellitus risk</span>: a case-control study in a Turkish population.",CTD_human
3.0,0.0,Biomarker,C0036572,Seizures,phenotype,seizure,6750,SST,somatostatin,CTD_human,7913897,[Effect of intracerebral injections of somatostatin and neurotensin on motor functions in seizure].,0.20054945356842604,"[Effect of intracerebral injections of <span class=""gene"" id=""7913897-0-39-51"">somatostatin</span> and neurotensin on motor functions in <span class=""disease"" id=""7913897-0-90-97"">seizure</span>].",CTD_human
,,Negative,MESH:D064420,,,cytotoxicity,17766,,MTH1,,28067232,Increased cytotoxicity following MTH1 knockout or treatment with MTH1 inhibitor suggests the oxidation of precursor nucleotides.,,,
,,Negative,MESH:D007674,,,renal fibrosis,13590,,Lefty,,28213468,"Lefty A, a potent inhibitor of transforming growth factor (TGF)-b signaling, has been shown to have promising antifibrotic ability in vitro for the treatment of renal fibrosis and other potential organ fibroses.",,,
1.0,0.0,Biomarker,C1510586,Autism Spectrum Disorders,disease,ASD,25942,SIN3A,SIN3A,CTD_human,27399968,"Here we identified dominant mutations in the gene encoding the transcriptional repressor and MeCP2 interactor switch-insensitive 3 family member A (SIN3A; chromosome 15q24.2) in individuals who, in addition to mild intellectual disability and ASD, share striking features, including facial dysmorphisms, microcephaly and short stature.",0.2,"Here we identified dominant mutations in the gene encoding the transcriptional repressor and MeCP2 interactor switch-insensitive 3 family member A (<span class=""gene"" id=""27399968-2-148-153"">SIN3A</span>; chromosome 15q24.2) in individuals who, in addition to mild intellectual disability and <span class=""disease"" id=""27399968-2-243-246"">ASD</span>, share striking features, including facial dysmorphisms, microcephaly and short stature.",CTD_human
,,Negative,MESH:C562591,,,XPD,2073,,ERCC5,,28115302,"Thirty-eight polymorphisms in eight NER genes were genotyped by Sequenom MassARRAY platform, including XPA, XPC, DDB2, XPB (ERCC3), XPD (ERCC2), ERCC1, XPF (ERCC4), and XPG (ERCC5).",,,
1.0,0.0,Biomarker,C0031117,Peripheral Neuropathy,group,Peripheral neuropathy,2707,GJB3,GJB3,CTD_human,11309368,"Peripheral neuropathy is the third phenotypic alteration linked to GJB3 mutations, which enlarges the list of genes that cause this group of heterogeneous disorders.",0.201098907136852,"<span class=""disease"" id=""11309368-7-0-21"">Peripheral neuropathy</span> is the third phenotypic alteration linked to <span class=""gene"" id=""11309368-7-67-71"">GJB3</span> mutations, which enlarges the list of genes that cause this group of heterogeneous disorders.",CTD_human
1.0,0.0,Therapeutic,C0001883,Airway Obstruction,group,airway obstruction,7035,TFPI,Tissue factor pathway inhibitor,CTD_human,23727623,"Tissue factor pathway inhibitor prevents airway obstruction, respiratory failure and death due to sulfur mustard analog inhalation.",0.2,"<span class=""gene"" id=""23727623-0-0-31"">Tissue factor pathway inhibitor</span> prevents <span class=""disease"" id=""23727623-0-41-59"">airway obstruction</span>, respiratory failure and death due to sulfur mustard analog inhalation.",CTD_human
96.0,174.0,Biomarker,C0019202,Hepatolenticular Degeneration,disease,WND,540,ATP7B,ATP7B,CTD_human,14579150,"The genes for two copper-transporting ATPases, ATP7A and ATP7B, are defective in the heritable disorders of copper imbalance, Menkes disease (MNK) and Wilson disease (WND), respectively.",0.8857694202755161,"The genes for two copper-transporting ATPases, ATP7A and <span class=""gene"" id=""14579150-1-57-62"">ATP7B</span>, are defective in the heritable disorders of copper imbalance, Menkes disease (MNK) and <span class=""disease"" id=""14579150-1-151-165"">Wilson disease</span> (<span class=""disease"" id=""14579150-1-167-170"">WND</span>), respectively.",CTD_human;ORPHANET;UNIPROT
6.0,1072.0,Biomarker,C0020445,"Hypercholesterolemia, Familial",disease,familial hypercholesterolemia,3949,LDLR,LDL-receptor,CTD_human,12009418,"A ""de novo"" mutation of the LDL-receptor gene as the cause of familial hypercholesterolemia.",0.6228569866907161,"A ""de novo"" mutation of the <span class=""gene"" id=""12009418-0-28-40"">LDL-receptor</span> gene as the cause of <span class=""disease"" id=""12009418-0-62-91"">familial hypercholesterolemia</span>.",CTD_human;HPO
,,Negative,MESH:D009369,,,mammary tumor,21803,,TGF-b1,,28078601,"Canine metastatic mammary tumor cell line CF41 was stably transduced with a shRNA-lentivirus, reducing expression level of TGF-b1.",,,
2.0,0.0,Biomarker,C0751072,Frontotemporal Lobar Degeneration,disease,FTLD,23435,TARDBP,TDP-43,CTD_human,24252504,TAR DNA-binding protein 43 (TDP-43) is a protein that is involved in the pathology of Amyotrophic Lateral Sclerosis (ALS) and Frontotemporal Lobar Degeneration (FTLD).,0.2592754728554,"<span class=""gene"" id=""24252504-1-0-26"">TAR DNA-binding protein 43</span> (<span class=""gene"" id=""24252504-1-28-34"">TDP-43</span>) is a protein that is involved in the pathology of Amyotrophic Lateral Sclerosis (ALS) and <span class=""disease"" id=""24252504-1-126-159"">Frontotemporal Lobar Degeneration</span> (<span class=""disease"" id=""24252504-1-161-165"">FTLD</span>).",CTD_human
11.0,0.0,Biomarker,C0003469,Anxiety Disorders,group,anxiety,1392,CRH,CRF,CTD_human,12438692,"CRF elicited a wide range of behaviors, which fell into three broad categories: anxiety-like, depressive-like, and externally oriented.",0.206868169605328,"<span class=""gene"" id=""12438692-5-0-3"">CRF</span> elicited a wide range of behaviors, which fell into three broad categories: <span class=""disease"" id=""12438692-5-80-87"">anxiety</span>-like, depressive-like, and externally oriented.",CTD_human
4.0,0.0,Therapeutic,C0023530,Leukopenia,disease,leukopenia,1440,CSF3,G-CSF,CTD_human,16120623,"Accidentally, we observed a complete response (CR) in a patient undergoing chemotherapy with bleomycin, vincristine or Oncovin, CCNU or lomustine, dacarbazine (BOLD) regimen for metastatic melanoma including brain metastases, who was also treated with G-CSF to manage a concomitant leukopenia.",0.212912158858016,"Accidentally, we observed a complete response (CR) in a patient undergoing chemotherapy with bleomycin, vincristine or Oncovin, CCNU or lomustine, dacarbazine (BOLD) regimen for metastatic melanoma including brain metastases, who was also treated with <span class=""gene"" id=""16120623-2-252-257"">G-CSF</span> to manage a concomitant <span class=""disease"" id=""16120623-2-282-292"">leukopenia</span>.",CTD_human
5.0,0.0,Biomarker,C0004096,Asthma,disease,asthma,7124,TNF,TNF,CTD_human,16456144,"The TNF-308 GG genotype may have a protective role in asthma pathogenesis, depending on airway oxidative stress levels.",0.350678535044538,"The <span class=""gene"" id=""16456144-11-4-7"">TNF</span>-308 GG genotype may have a protective role in <span class=""disease"" id=""16456144-11-54-60"">asthma</span> pathogenesis, depending on airway oxidative stress levels.",CTD_human
1.0,0.0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinomas,406906,MIR122,miR-122,CTD_human,16924677,Downregulation of miR-122 in the rodent and human hepatocellular carcinomas.,0.231825240836768,"Downregulation of <span class=""gene"" id=""16924677-0-18-25"">miR-122</span> in the rodent and human <span class=""disease"" id=""16924677-0-50-75"">hepatocellular carcinomas</span>.",CTD_human
,,Negative,MESH:D006984,,,hypertrophy,25125,,Signal transducer and activator of transcription 3,,28031326,Signal transducer and activator of transcription 3 (STAT-3)-mediated signaling in relation to upregulated collagen expression in fibroblasts during cardiac hypertrophy is well defined.,,,
,,Negative,MESH:D008175,,,lung cancer,13144,,DAPK3,,28075459,"However, the role of DAPK3 in non-small cell lung cancer (NSCLC) remains unclear.",,,
,,Negative,MESH:C536657,,,REAL-TNF,4792,,REAL-NFKBIA,,28031022,"Moreover, the results of regulatory network showed that the anti-aging related target pairs with high correlated degrees of Kidney Yin-tonifying herbal medicines included TNF-PTGS2, TNF-CASP3, PTGS2-CASP3, CASP3-NOS2 and TNF-NOS2, and that of kidney Yang-tonifying herbal medicines included REAL-TNF, REAL-NFKBIA, REAL-JUN, PTGS2-SOD1 and TNF-IL6.",,,
1.0,0.0,Biomarker,C2239176,Liver carcinoma,disease,HCC,2944,GSTM1,GSTM1,CTD_human,7892276,"These results indicate that individuals with mutant genotypes at EPHX and GSTM1 may be at greater risk of developing AFB1 adducts, p53 mutations, and HCC when exposed to AFB1.",0.250479179565709,"These results indicate that individuals with mutant genotypes at EPHX and <span class=""gene"" id=""7892276-7-74-79"">GSTM1</span> may be at greater risk of developing AFB1 adducts, p53 mutations, and <span class=""disease"" id=""7892276-7-150-153"">HCC</span> when exposed to AFB1.",CTD_human
11.0,0.0,Biomarker,C0003469,Anxiety Disorders,group,anxiety,1392,CRH,corticotropin-releasing factor,CTD_human,14575894,Hippocampal serotonergic system is involved in anxiety-like behavior induced by corticotropin-releasing factor.,0.206868169605328,"Hippocampal serotonergic system is involved in <span class=""disease"" id=""14575894-0-47-54"">anxiety</span>-like behavior induced by <span class=""gene"" id=""14575894-0-80-110"">corticotropin-releasing factor</span>.",CTD_human
1.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autistic disorder,30061,SLC40A1,SLC11A3,CTD_human,15446388,"We performed family-based association studies of polymorphisms in metal-regulatory transcription factor 1(MTF1), a multispecific organic anion transporter (ABCC1), proton-coupled divalent metal ion transporters (SLC11A3 and SLC11A2), paraoxonase 1 (PON1), and glutathione S-transferase (GSTP1) genes in 196 autistic disorder families.",0.2,"We performed family-based association studies of polymorphisms in metal-regulatory transcription factor 1(MTF1), a multispecific organic anion transporter (ABCC1), proton-coupled divalent metal ion transporters (<span class=""gene"" id=""15446388-4-212-219"">SLC11A3</span> and SLC11A2), paraoxonase 1 (PON1), and glutathione S-transferase (GSTP1) genes in 196 <span class=""disease"" id=""15446388-4-307-324"">autistic disorder</span> families.",CTD_human
12.0,0.0,Biomarker,C0027819,Neuroblastoma,disease,neuroblastoma,4613,MYCN,MYCN,CTD_human,23042116,LIN28B induces neuroblastoma and enhances MYCN levels via let-7 suppression.,0.493664562324069,"LIN28B induces <span class=""disease"" id=""23042116-0-15-28"">neuroblastoma</span> and enhances <span class=""gene"" id=""23042116-0-42-46"">MYCN</span> levels via let-7 suppression.",CTD_human;ORPHANET
,,Negative,MESH:D030342,,,AD IL-17F deficiency,10758,,ACT1,,28090315,"Four genetic etiologies, AR IL-17 receptor A, IL-17 receptor C and ACT1 deficiencies, and AD IL-17F deficiency, are reported to underlie CMCD.",,,
,,Negative,MESH:C567079,,,UBC,2064,,HER2,,28063331,In 52.5% the molecular subtype was identical between indicator and non-indicator lesion with more triple negative and HER2 positive BC in the group of UBC.,,,
,,Negative,MESH:D009369,,,tumor,66402,,SLN,,28027535,UNASSIGNED: This work aimed to develop hyaluronic acid (HA) decorated pluronic 85 (P85) coated solid lipid nanoparticles (SLN) loaded with paclitaxel (HA-PTX-P85-SLN) and to evaluate its potential to overcome drug resistance and to increase antitumor efficacy in mice bearing cervical and breast tumor.,,,
,,Negative,MESH:D011127,,,colorectal polyps,100170220,,snare,,28134634,BACKGROUND: This study compared the incidence of delayed bleeding following 2 methods of cold snare polypectomy for colorectal polyps in patients taking antithrombotic agents.,,,
,,Negative,MESH:C537014,,,Kawasaki disease,3560,,IL-2 receptor,,28081636,"While the serum concentrations of soluble IL-2 receptor can change under such pathologies, the relevance of the soluble IL-2 receptor concentration in patients with Kawasaki disease has not been specified.",,,
,,Negative,MESH:D003110,,,colonic mucosa,16193,,interleukin (IL)-6,,28212276,"In PTX-administered mice, the mRNA expression levels of cyclooxygenase (COX)-2, interleukin (IL)-6, and TNF-a, and the number of proliferating cell nuclear antigen (PCNA)-positive cells in the colonic mucosa, were significantly reduced.",,,
1.0,0.0,Biomarker,C0004364,Autoimmune Diseases,group,autoimmunity,3263,HPX,hemopexin,CTD_human,18641331,"To this end, we chose a mouse model of mercury-induced autoimmunity and evaluated the susceptibility of hemopexin-null mice to mercury treatment compared with wild-type controls.",0.2,"To this end, we chose a mouse model of mercury-induced <span class=""disease"" id=""18641331-5-55-67"">autoimmunity</span> and evaluated the susceptibility of <span class=""gene"" id=""18641331-5-104-113"">hemopexin</span>-null mice to mercury treatment compared with wild-type controls.",CTD_human
,,Negative,MESH:D018205,,,adiposity,3630,,insulin,,28186655,"The results indicate that both severe and moderate maternal vitamin B12 restrictions were associated with accelerated catch-up growth, increased body fat percentage, visceral adiposity, dyslipidemia, fasting hyperglycemia and insulin resistance in the F1 offspring.",,,
,,Negative,MESH:D007511,,,ischemia,29560,,Hypoxia inducible factor 1a,,28106731,"Hypoxia inducible factor 1a (HIF-1a), a pivotal regulator of gene expression in response to hypoxia and ischemia, is now considered to regulate both pro-survival and pro-death responses depending on the duration and severity of the stress.",,,
24.0,0.0,Biomarker,C0002736,Amyotrophic Lateral Sclerosis,disease,amyotrophic lateral sclerosis,6647,SOD1,superoxide dismutase 1,CTD_human,25164820,Identification of a misfolded region in superoxide dismutase 1 that is exposed in amyotrophic lateral sclerosis.,0.7985124563726079,"Identification of a misfolded region in <span class=""gene"" id=""25164820-0-40-62"">superoxide dismutase 1</span> that is exposed in <span class=""disease"" id=""25164820-0-82-111"">amyotrophic lateral sclerosis</span>.",CTD_human;HPO;ORPHANET
1.0,0.0,Biomarker,C0025149,Medulloblastoma,disease,medulloblastoma,3090,HIC1,Hic1,CTD_human,18347096,Cooperation between the Hic1 and Ptch1 tumor suppressors in medulloblastoma.,0.205205453522732,"Cooperation between the <span class=""gene"" id=""18347096-0-24-28"">Hic1</span> and Ptch1 tumor suppressors in <span class=""disease"" id=""18347096-0-60-75"">medulloblastoma</span>.",CTD_human
1.0,0.0,Biomarker,C0036341,Schizophrenia,disease,schizophrenia,85458,DIXDC1,DIXDC1,CTD_human,27752079,"Analysis of DIXDC1 in over 9000 cases of autism, bipolar disorder and schizophrenia reveals higher rates of rare inherited sequence-disrupting single-nucleotide variants (SNVs) in these individuals compared with psychiatrically unaffected controls.",0.200274726784213,"Analysis of <span class=""gene"" id=""27752079-4-12-18"">DIXDC1</span> in over 9000 cases of autism, bipolar disorder and <span class=""disease"" id=""27752079-4-70-83"">schizophrenia</span> reveals higher rates of rare inherited sequence-disrupting single-nucleotide variants (SNVs) in these individuals compared with psychiatrically unaffected controls.",CTD_human
,,Negative,MESH:D003093,,,UC,9527,,p28,,28069403,"IL-27 encodes p28, a subunit of IL-12 family cytokines, and has been implicated in the pathogenesis of UC.",,,
1.0,0.0,Biomarker,C0019158,Hepatitis,disease,liver inflammation,2149,F2R,PAR-1,CTD_human,21907177,These studies indicate that PAR-1 and hematopoietic cell TF are required for liver inflammation and steatosis in mice fed a Western diet.,0.2,"These studies indicate that <span class=""gene"" id=""21907177-10-28-33"">PAR-1</span> and hematopoietic cell TF are required for <span class=""disease"" id=""21907177-10-77-95"">liver inflammation</span> and steatosis in mice fed a Western diet.",CTD_human
,,Negative,MESH:D003643,,,death,22060,,p53,,28087322,"These clinical skin manifestations were accompanied with increases in skin thickness, apoptotic cell death, mast cell degranulation, myeloperoxidase activity indicating neutrophil infiltration, p53 phosphorylation and accumulation, and an increase in COX-2 and TNFa levels.",,,
1.0,0.0,Biomarker,C0004763,Barrett Esophagus,disease,BE,3082,HGF,HGF,CTD_human,15387324,"(1) COX-2, PPARgamma, HGF, gastrin, and its receptor are significantly upregulated in BE, suggesting a possible role for these factors in Barrett's carcinogenesis; (2) the increased NFkappaB activity is probably linked to increased IL-8 and COX-2 expression; and (3) PPARgamma ligands might be useful as a new therapeutic option in the prevention and treatment of Barrett's carcinoma.",0.2,"(1) COX-2, PPARgamma, <span class=""gene"" id=""15387324-9-22-25"">HGF</span>, gastrin, and its receptor are significantly upregulated in <span class=""disease"" id=""15387324-9-86-88"">BE</span>, suggesting a possible role for these factors in Barrett's carcinogenesis; (2) the increased NFkappaB activity is probably linked to increased IL-8 and COX-2 expression; and (3) PPARgamma ligands might be useful as a new therapeutic option in the prevention and treatment of Barrett's carcinoma.",CTD_human
1.0,0.0,Biomarker,C0005695,Bladder Neoplasm,disease,bladder cancer,4524,MTHFR,MTHFR,CTD_human,22747749,Variation in As3MT and MTHFR is associated with bladder cancer among those exposed to relatively low concentrations of inorganic arsenic.,0.21653308547847505,"Variation in As3MT and <span class=""gene"" id=""22747749-10-23-28"">MTHFR</span> is associated with <span class=""disease"" id=""22747749-10-48-62"">bladder cancer</span> among those exposed to relatively low concentrations of inorganic arsenic.",CTD_human
,,Negative,MESH:D009336,,,tumor necrosis factor a,24248,,catalase,,28033582,"Biochemical analysis of serum samples and sciatic nerve and dorsal root ganglion (DRG) lysates showed restoration or improvement of nuclear factor-<kappa>B (NF-kB), malondialdehyde (MDA) level, activity of superoxide dismutase (SOD), catalase, tumor necrosis factor a (TNFa), and interleukin 1b (IL-1b) upon diosgenin treatment of diabetic rats.",,,
6.0,1.0,Biomarker,C0009207,Cockayne Syndrome,disease,CS,2074,ERCC6,CSB,CTD_human,25440059,Cockayne syndrome (CS) is an accelerated aging disorder characterized by progressive neurodegeneration caused by mutations in genes encoding the DNA repair proteins CS group A or B (CSA or CSB).,0.24486048168046304,"<span class=""disease"" id=""25440059-1-0-17"">Cockayne syndrome</span> (<span class=""disease"" id=""25440059-1-19-21"">CS</span>) is an accelerated aging disorder characterized by progressive neurodegeneration caused by mutations in genes encoding the DNA repair proteins <span class=""disease"" id=""25440059-1-165-167"">CS</span> group A or B (CSA or <span class=""gene"" id=""25440059-1-189-192"">CSB</span>).",CTD_human
,,Negative,MESH:D007249,,,inflammation,235504,,aspartate transaminase,,28152447,"Blood and liver samples were collected to detect alanine transaminase (ALT), aspartate transaminase (AST), inflammation, oxidative stress and antioxidant systems, and to observe histopathologic changes and key proteins in the mitogen-activated protein kinase (MAPK) family.",,,
,,Negative,MESH:D020271,,,inherited neurodegenerative disorder,29424,,huntingtin,,28153533,Huntington disease (HD) is an autosomal dominantly inherited neurodegenerative disorder caused by a CAG repeat expansion in the gene coding for the huntingtin protein (HTT).,,,
,,Negative,MESH:D007511,,,ischemia,24088,,TLR2,,28139935,"Here, we report that systemic activation of TLR2 by Pam3CSK4 (P3C) increases neural tissue loss and demyelination induced by subsequent hypoxia-ischemia (HI) in neonatal mice.",,,
,,Negative,MESH:D002292,,,granule cell layer,64396,,GCL,,28168441,"On PND 21, male offspring showed increased postmitotic neuron-specific NeuN-immunoreactive<sup>(+)</sup>  granule cell numbers in the dentate subgranular zone (SGZ) and granule cell layer (GCL) and decreased glutamate receptor gene Grin2d levels in the dentate gyrus at 1200  ppm.",,,
,,Negative,MESH:C531816,,,CD,2067,,ERCC1,,28016051,"METHODS: mRNA enzyme levels (MEL) of ERCC1, RRM1, DOCK, and CD were determined using quantitative realtime PCR (Taqman) in microdissected paraffin-embedded tumor from treatment-na  ve patients with locally advanced or metastatic BC who received G and a platinum agent.",,,
1.0,0.0,Biomarker,C0038013,Ankylosing spondylitis,disease,ankylosing spondylitis,9755,TBKBP1,TBKBP1,CTD_human,21743469,"Here we report the identification of three variants in the RUNX3, LTBR-TNFRSF1A and IL12B regions convincingly associated with ankylosing spondylitis (P < 5 × 10(-8) in the combined discovery and replication datasets) and a further four loci at PTGER4, TBKBP1, ANTXR2 and CARD9 that show strong association across all our datasets (P < 5 × 10(-6) overall, with support in each of the three datasets studied).",0.20082418035263894,"Here we report the identification of three variants in the RUNX3, LTBR-TNFRSF1A and IL12B regions convincingly associated with <span class=""disease"" id=""21743469-2-127-149"">ankylosing spondylitis</span> (P &lt; 5 &times; 10(-8) in the combined discovery and replication datasets) and a further four loci at PTGER4, <span class=""gene"" id=""21743469-2-253-259"">TBKBP1</span>, ANTXR2 and CARD9 that show strong association across all our datasets (P &lt; 5 &times; 10(-6) overall, with support in each of the three datasets studied).",CTD_human
,,Negative,MESH:D001249,,,asthma,20274,,NaV1.7,,28138042,"These results may suggest novel indications for NaV1.7-blocking drugs, in which there is an overactive parasympathetic drive, such as in asthma.",,,
,,Negative,MESH:D005355,,,fibrosis,110196,,FPPS,,28008986,"In our previous studies, we find that inhibition of FPPS attenuates angiotensin II-induced cardiac hypertrophy and fibrosis by suppressing RhoA while FPPS and Ras are up-regulated in pressure overload rats.",,,
2.0,1.0,Biomarker,C0027819,Neuroblastoma,disease,neuroblastoma,389421,LIN28B,LIN28B,CTD_human,23042116,LIN28B induces neuroblastoma and enhances MYCN levels via let-7 suppression.,0.40219781427370505,"<span class=""gene"" id=""23042116-0-0-6"">LIN28B</span> induces <span class=""disease"" id=""23042116-0-15-28"">neuroblastoma</span> and enhances MYCN levels via let-7 suppression.",CTD_human;ORPHANET
,,Negative,MESH:D055370,,,lung injury,114105,,CXCL2,,28008677,"Animals that received LPS showed significant increase in a lung injury scoring system, inflammatory cells in bronchoalveolar lavage (BAL) and IL-6, TNF-a and CXCL2 mRNA expression in lung tissue.",,,
2.0,0.0,Biomarker,C0018995,Hemochromatosis,disease,Hfe,654,BMP6,BMP6,CTD_human,19252488,"The iron burden in Bmp6 mutant mice is significantly greater than that in mice deficient in the gene associated with classical hemochromatosis (Hfe), suggesting that mutations in BMP6 might cause iron overload in humans with severe juvenile hemochromatosis for which the genetic basis has not yet been characterized.",0.20082418035263894,"The iron burden in <span class=""gene"" id=""19252488-8-19-23"">Bmp6</span> mutant mice is significantly greater than that in mice deficient in the gene associated with classical <span class=""disease"" id=""19252488-8-127-142"">hemochromatosis</span> (<span class=""disease"" id=""19252488-8-144-147"">Hfe</span>), suggesting that mutations in <span class=""gene"" id=""19252488-8-179-183"">BMP6</span> might cause iron overload in humans with severe juvenile hemochromatosis for which the genetic basis has not yet been characterized.",CTD_human
1.0,0.0,Biomarker,C0025202,melanoma,disease,melanomas,23512,SUZ12,SUZ12,CTD_human,25119042,"Here we provide genomic, cellular, and mouse modelling data demonstrating that the polycomb group gene SUZ12 functions as tumour suppressor in PNS tumours, high-grade gliomas and melanomas by cooperating with mutations in NF1.",0.200274726784213,"Here we provide genomic, cellular, and mouse modelling data demonstrating that the polycomb group gene <span class=""gene"" id=""25119042-3-103-108"">SUZ12</span> functions as tumour suppressor in PNS tumours, high-grade gliomas and <span class=""disease"" id=""25119042-3-179-188"">melanomas</span> by cooperating with mutations in NF1.",CTD_human
24.0,0.0,Biomarker,C0002736,Amyotrophic Lateral Sclerosis,disease,ALS,6647,SOD1,SOD1,CTD_human,17496168,"In SOD1(G93A) transgenic mice, a model of familial ALS, TRO19622 treatment improved motor performance, delayed the onset of the clinical disease, and extended survival.",0.7985124563726079,"In <span class=""gene"" id=""17496168-6-3-7"">SOD1</span>(G93A) transgenic mice, a model of familial <span class=""disease"" id=""17496168-6-51-54"">ALS</span>, TRO19622 treatment improved motor performance, delayed the onset of the clinical disease, and extended survival.",CTD_human;HPO;ORPHANET
,,Negative,MESH:D003924,,,type 2 diabetes,69710,,CENTD2,,28132686,Genetic variants near ARAP1 (CENTD2) and STARD10 influence type 2 diabetes (T2D) risk.,,,
,,Negative,MESH:D001169,,,collagen-induced arthritis,110072,,PAD4,,28128853,"This present study was undertaken to explore the efficacy of a novel PAD4-selective inhibitor, GSK199, in the murine collagen-induced arthritis model of rheumatoid arthritis.",,,
,,Negative,MESH:D056486,,,liver injury,106759,,TRIF,,28165624,Studies utilizing global knockouts of MyD88 and TRIF identified a predominant role for TRIF signaling in the progression of EtOH-induced liver injury.,,,
4.0,0.0,Biomarker,C1263846,Attention deficit hyperactivity disorder,disease,hyperactivity disorder,6531,SLC6A3,dopamine transporter,CTD_human,22034972,Loss of striatal cannabinoid CB1 receptor function in attention-deficit?/?hyperactivity disorder mice with point-mutation of the dopamine transporter.,0.416550651415947,"Loss of striatal cannabinoid CB1 receptor function in attention-deficit?/?<span class=""disease"" id=""22034972-0-74-96"">hyperactivity disorder</span> mice with point-mutation of the <span class=""gene"" id=""22034972-0-129-149"">dopamine transporter</span>.",CTD_human
2.0,0.0,Biomarker,C0023903,Liver neoplasms,group,liver tumor,1499,CTNNB1,Ctnnb1,CTD_human,21047994,"The prevalence of tumors in Ctnnb1 KO mice was ?7-fold higher than in wild-type mice, suggesting an enhancing effect of the gene KO on liver tumor development.",0.20924648737398105,"The prevalence of tumors in <span class=""gene"" id=""21047994-7-28-34"">Ctnnb1</span> KO mice was &sim;7-fold higher than in wild-type mice, suggesting an enhancing effect of the gene KO on <span class=""disease"" id=""21047994-7-135-146"">liver tumor</span> development.",CTD_human
